project,period_s,run_id,n_agents,n_completed,n_ratio,mean_ratio_to_static_path,median_ratio_to_static_path,q95_ratio_to_static_path,q99_ratio_to_static_path,mean_excess_pct,q95_excess_pct,q99_excess_pct,mean_distance_m,q95_distance_m,mean_switch,q95_switch,q99_switch,max_switch,share_switch_ge1,share_switch_ge2
density-180,180,10,23171,23125,21588,1.0401050032713806,1.0006288663078577,1.3310536822737096,2.2803416290398557,4.010500327138056,33.10536822737096,128.03416290398556,76.06192682510486,184.33119999999988,0.08255135135135135,1.0,1.0,9,0.0736,0.006745945945945946
density-180,180,11,5041,5031,4686,1.001176340965182,1.0,1.026532059678948,1.065940188497352,0.11763409651819323,2.6532059678948006,6.594018849735206,58.93452309412244,125.3805,0.02007553170343868,0.0,1.0,3,0.016100178890876567,0.0035778175313059034
density-180,180,12,4248,4240,3958,1.0021449069834376,1.0000991108338628,1.0230455975660964,1.0501135110773403,0.2144906983437611,2.3045597566096365,5.01135110773403,64.00887506245519,148.43519999999998,0.013679245283018868,0.0,1.0,4,0.011320754716981131,0.0011792452830188679
density-180,180,13,4945,4937,4586,1.0005623408780773,1.0,1.0212619452752358,1.05005754189692,0.05623408780772721,2.126194527523584,5.005754189692002,54.563253479811614,124.3098,0.011140368644926069,0.0,1.0,3,0.010330160016204173,0.00040510431436094796
density-180,180,14,2863,2859,2659,1.000383368290975,1.0,1.0124808100619767,1.0247276784753514,0.03833682909750724,1.2480810061976655,2.47276784753514,55.975987888454,121.4704,0.012941587967820916,0.0,0.0,3,0.00944386149003148,0.0027981811822315496
density-180,180,15,2445,2443,2266,1.0002808613079277,1.0,1.0127168107773359,1.0245378186730707,0.028086130792770447,1.2716810777335885,2.45378186730707,59.15435277741302,134.015,0.013098649201801064,0.0,1.0,3,0.012279983626688497,0.00040933278755628325
density-180,180,16,4005,3998,3742,1.00073894580333,1.0,1.0244507167521337,1.0624760118172947,0.07389458033300045,2.4450716752133728,6.247601181729467,65.42927687905453,141.22355,0.018509254627313655,0.0,1.0,2,0.018009004502251125,0.0005002501250625312
density-180,180,17,3388,3382,3187,1.0053582752506003,1.0,1.0212765080672592,1.0439277506830333,0.5358275250600286,2.1276508067259225,4.392775068303334,68.62472274232111,134.4929,0.013601419278533412,0.0,1.0,3,0.01212300413956239,0.0008870490833826139
density-180,180,18,2037,2034,1879,1.0004867453097188,1.0,1.011661008042907,1.023869000708454,0.04867453097188168,1.1661008042906928,2.3869000708454102,62.12070993378564,141.9441,0.006391347099311701,0.0,0.0,3,0.004916420845624385,0.0009832841691248771
density-180,180,19,4600,4592,4283,1.0258732292203476,1.0,1.026153792597454,1.0759788113945798,2.5873229220347627,2.6153792597453984,7.597881139457985,58.207579719015676,122.17624999999998,0.0156794425087108,0.0,1.0,2,0.014808362369337979,0.0008710801393728223
density-180,180,20,4124,4116,3876,1.0150139715281732,1.0,1.024020501199878,1.0663274361522104,1.5013971528173187,2.4020501199877975,6.632743615221037,63.42350736005587,127.62275,0.019436345966958212,0.0,1.0,5,0.017006802721088437,0.0012147716229348883
